time,day,month,year,hour,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),aerosol_optical_depth (),dust (μg/m³),uv_index (),uv_index_clear_sky ()
2026-08-19 23:00:00,19,8,2026,23,2.6,2.2,140.0,2.7,1.5,44.0,0.17,1.0,0.0,0.0
2026-08-20 00:00:00,20,8,2026,0,2.8,2.2,130.0,2.5,1.5,44.0,0.19,1.0,0.0,0.0
2026-08-20 01:00:00,20,8,2026,1,3.6,2.7,122.0,2.3,1.6,43.0,0.2,1.0,0.0,0.0
2026-08-20 02:00:00,20,8,2026,2,4.8,3.4,117.0,2.3,1.7,43.0,0.19,1.0,0.0,0.0
2026-08-20 03:00:00,20,8,2026,3,6.1,4.3,114.0,2.3,1.9,42.0,0.17,2.0,0.0,0.0
2026-08-20 04:00:00,20,8,2026,4,7.2,5.0,115.0,2.4,2.1,42.0,0.15,2.0,0.0,0.0
2026-08-20 05:00:00,20,8,2026,5,8.1,5.7,124.0,2.7,2.4,41.0,0.13,2.0,0.0,0.0
2026-08-20 06:00:00,20,8,2026,6,7.7,5.5,138.0,3.2,2.7,39.0,0.12,1.0,0.1,0.15
2026-08-20 07:00:00,20,8,2026,7,3.2,2.7,145.0,3.1,2.4,41.0,0.13,1.0,0.9,1.15
2026-08-20 08:00:00,20,8,2026,8,3.6,3.0,140.0,2.5,2.2,48.0,0.12,1.0,2.75,3.45
2026-08-20 09:00:00,20,8,2026,9,3.8,3.2,128.0,1.7,1.9,58.0,0.11,1.0,5.35,6.75
2026-08-20 10:00:00,20,8,2026,10,3.2,2.7,119.0,1.1,1.6,65.0,0.09,1.0,8.95,10.1
2026-08-20 11:00:00,20,8,2026,11,2.4,2.2,115.0,0.9,1.4,67.0,0.08,1.0,10.75,12.4
2026-08-20 12:00:00,20,8,2026,12,2.6,2.2,114.0,0.9,1.4,67.0,0.08,1.0,11.05,12.75
2026-08-20 13:00:00,20,8,2026,13,3.3,2.8,115.0,1.0,1.3,66.0,0.08,1.0,9.1,11.0
2026-08-20 14:00:00,20,8,2026,14,3.8,3.1,117.0,1.2,1.3,65.0,0.08,1.0,6.6,7.9
2026-08-20 15:00:00,20,8,2026,15,4.2,3.5,121.0,1.5,1.3,64.0,0.09,1.0,3.75,4.4
2026-08-20 16:00:00,20,8,2026,16,4.6,3.9,128.0,1.9,1.4,63.0,0.1,1.0,1.4,1.7
2026-08-20 17:00:00,20,8,2026,17,5.3,4.6,141.0,2.3,1.6,61.0,0.1,1.0,0.3,0.35
2026-08-20 18:00:00,20,8,2026,18,5.5,4.7,156.0,2.7,1.8,59.0,0.1,0.0,0.0,0.0
2026-08-20 19:00:00,20,8,2026,19,10.1,7.7,164.0,2.6,1.7,54.0,0.22,2.0,0.0,0.0
2026-08-20 20:00:00,20,8,2026,20,8.6,6.9,158.0,2.5,1.7,54.0,0.15,1.0,0.0,0.0
2026-08-20 21:00:00,20,8,2026,21,7.1,5.8,146.0,2.5,1.7,53.0,0.12,1.0,0.0,0.0
2026-08-20 22:00:00,20,8,2026,22,5.0,4.2,134.0,2.4,1.7,52.0,0.1,0.0,0.0,0.0
2026-08-20 23:00:00,20,8,2026,23,4.2,3.6,126.0,2.3,1.7,51.0,0.09,0.0,0.0,0.0
2026-08-21 00:00:00,21,8,2026,0,4.1,3.3,120.0,2.2,1.6,50.0,0.09,0.0,0.0,0.0
2026-08-21 01:00:00,21,8,2026,1,4.1,3.2,115.0,2.2,1.6,49.0,0.08,0.0,0.0,0.0
2026-08-21 02:00:00,21,8,2026,2,3.9,3.1,112.0,2.3,1.7,47.0,0.08,0.0,0.0,0.0
2026-08-21 03:00:00,21,8,2026,3,3.9,3.1,112.0,2.5,1.9,45.0,0.08,0.0,0.0,0.0
2026-08-21 04:00:00,21,8,2026,4,3.8,3.0,115.0,2.7,2.1,43.0,0.08,0.0,0.0,0.0
2026-08-21 05:00:00,21,8,2026,5,3.6,2.9,126.0,2.9,2.3,42.0,0.08,0.0,0.0,0.0
2026-08-21 06:00:00,21,8,2026,6,3.7,3.0,140.0,3.0,2.4,41.0,0.09,0.0,0.1,0.15
2026-08-21 07:00:00,21,8,2026,7,3.7,3.1,147.0,2.6,2.3,45.0,0.1,0.0,1.0,1.15
2026-08-21 08:00:00,21,8,2026,8,4.0,3.3,140.0,2.2,2.2,53.0,0.1,0.0,2.45,3.5
2026-08-21 09:00:00,21,8,2026,9,3.7,3.1,126.0,1.7,2.0,63.0,0.11,1.0,5.55,6.85
2026-08-21 10:00:00,21,8,2026,10,3.8,3.2,115.0,1.3,1.9,71.0,0.1,1.0,9.35,10.25
2026-08-21 11:00:00,21,8,2026,11,4.1,3.3,111.0,1.1,1.8,74.0,0.1,1.0,11.2,12.5
2026-08-21 12:00:00,21,8,2026,12,4.1,3.4,109.0,1.0,1.6,75.0,0.09,1.0,11.7,12.85
2026-08-21 13:00:00,21,8,2026,13,4.1,3.4,109.0,1.0,1.5,74.0,0.08,1.0,10.35,11.1
2026-08-21 14:00:00,21,8,2026,14,4.6,3.8,109.0,1.2,1.4,73.0,0.09,1.0,7.5,7.9
2026-08-21 15:00:00,21,8,2026,15,6.0,4.8,111.0,1.4,1.4,71.0,0.11,2.0,4.15,4.4
2026-08-21 16:00:00,21,8,2026,16,7.3,5.7,118.0,1.7,1.4,68.0,0.11,2.0,1.65,1.7
2026-08-21 17:00:00,21,8,2026,17,7.5,5.8,135.0,2.0,1.4,63.0,0.11,2.0,0.3,0.35
2026-08-21 18:00:00,21,8,2026,18,7.2,5.6,157.0,2.3,1.5,56.0,0.11,1.0,0.0,0.0
2026-08-21 19:00:00,21,8,2026,19,9.8,7.5,171.0,2.8,1.6,51.0,0.13,2.0,0.0,0.0
2026-08-21 20:00:00,21,8,2026,20,8.5,6.7,169.0,2.7,1.6,50.0,0.13,2.0,0.0,0.0
2026-08-21 21:00:00,21,8,2026,21,7.5,6.0,159.0,2.6,1.7,49.0,0.12,1.0,0.0,0.0
2026-08-21 22:00:00,21,8,2026,22,6.7,5.5,150.0,2.5,1.7,49.0,0.12,1.0,0.0,0.0
2026-08-21 23:00:00,21,8,2026,23,6.6,5.5,145.0,2.4,1.7,51.0,0.13,1.0,0.0,0.0
2026-08-22 00:00:00,22,8,2026,0,6.3,5.3,141.0,2.2,1.8,54.0,0.13,0.0,0.0,0.0
2026-08-22 01:00:00,22,8,2026,1,5.9,4.9,137.0,2.1,1.8,56.0,0.12,0.0,0.0,0.0
2026-08-22 02:00:00,22,8,2026,2,6.1,5.0,132.0,2.1,1.8,55.0,0.12,0.0,0.0,0.0
2026-08-22 03:00:00,22,8,2026,3,6.0,4.8,127.0,2.1,1.8,52.0,0.12,0.0,0.0,0.0
2026-08-22 04:00:00,22,8,2026,4,5.2,4.1,126.0,2.2,1.9,49.0,0.11,0.0,0.0,0.0
2026-08-22 05:00:00,22,8,2026,5,4.2,3.3,133.0,2.3,2.1,46.0,0.1,0.0,0.0,0.0
2026-08-22 06:00:00,22,8,2026,6,3.8,3.0,143.0,2.4,2.2,43.0,0.09,0.0,0.15,0.15
2026-08-22 07:00:00,22,8,2026,7,0.8,0.8,148.0,2.4,2.3,42.0,0.07,0.0,0.9,1.2
2026-08-22 08:00:00,22,8,2026,8,1.3,1.2,141.0,2.1,2.1,50.0,0.08,0.0,2.9,3.55
2026-08-22 09:00:00,22,8,2026,9,2.0,1.8,128.0,1.6,1.9,60.0,0.09,0.0,6.15,6.9
2026-08-22 10:00:00,22,8,2026,10,2.8,2.3,118.0,1.2,1.7,68.0,0.09,0.0,9.3,10.3
2026-08-22 11:00:00,22,8,2026,11,3.2,2.5,113.0,1.0,1.5,70.0,0.08,0.0,11.25,12.6
2026-08-22 12:00:00,22,8,2026,12,2.8,2.4,110.0,1.0,1.3,68.0,0.08,0.0,11.45,12.95
2026-08-22 13:00:00,22,8,2026,13,2.1,2.0,109.0,1.0,1.2,66.0,0.08,0.0,9.45,11.2
2026-08-22 14:00:00,22,8,2026,14,2.5,2.3,109.0,1.1,1.1,63.0,0.09,0.0,6.6,8.0
2026-08-22 15:00:00,22,8,2026,15,2.9,2.5,111.0,1.3,1.1,59.0,0.08,0.0,3.8,4.5
2026-08-22 16:00:00,22,8,2026,16,3.3,2.9,113.0,1.6,1.1,55.0,0.07,0.0,1.45,1.75
2026-08-22 17:00:00,22,8,2026,17,3.3,2.9,116.0,2.0,1.2,50.0,0.07,0.0,0.3,0.35
2026-08-22 18:00:00,22,8,2026,18,3.3,2.9,121.0,2.4,1.3,45.0,0.07,0.0,0.0,0.0
2026-08-22 19:00:00,22,8,2026,19,12.1,10.2,124.0,2.6,1.4,42.0,0.23,1.0,0.0,0.0
2026-08-22 20:00:00,22,8,2026,20,10.5,9.1,127.0,2.5,1.4,42.0,0.19,1.0,0.0,0.0
2026-08-22 21:00:00,22,8,2026,21,8.7,7.7,129.0,2.3,1.3,42.0,0.15,0.0,0.0,0.0
2026-08-22 22:00:00,22,8,2026,22,6.7,6.0,128.0,2.2,1.3,42.0,0.12,0.0,0.0,0.0
2026-08-22 23:00:00,22,8,2026,23,5.6,4.9,123.0,2.2,1.3,43.0,0.1,0.0,0.0,0.0
2026-08-23 00:00:00,23,8,2026,0,4.9,4.3,114.0,2.2,1.3,44.0,0.1,0.0,0.0,0.0
2026-08-23 01:00:00,23,8,2026,1,4.5,3.8,109.0,2.1,1.2,44.0,0.1,0.0,0.0,0.0
2026-08-23 02:00:00,23,8,2026,2,4.5,3.7,108.0,1.9,1.1,44.0,0.1,0.0,0.0,0.0
2026-08-23 03:00:00,23,8,2026,3,4.7,3.7,109.0,1.6,0.9,43.0,0.1,0.0,0.0,0.0
2026-08-23 04:00:00,23,8,2026,4,5.1,3.9,113.0,1.4,0.8,42.0,0.1,0.0,0.0,0.0
2026-08-23 05:00:00,23,8,2026,5,5.5,4.2,120.0,1.6,0.9,41.0,0.1,0.0,0.0,0.0
2026-08-23 06:00:00,23,8,2026,6,5.5,4.3,130.0,1.9,1.1,41.0,0.1,0.0,0.05,0.15
2026-08-23 07:00:00,23,8,2026,7,4.3,3.6,136.0,1.9,1.4,41.0,0.09,0.0,0.8,1.15
2026-08-23 08:00:00,23,8,2026,8,5.4,4.5,137.0,1.7,1.4,47.0,0.09,0.0,2.5,3.5
2026-08-23 09:00:00,23,8,2026,9,6.0,5.0,135.0,1.4,1.5,56.0,0.1,0.0,5.2,6.85
2026-08-23 10:00:00,23,8,2026,10,6.7,5.6,132.0,1.1,1.5,63.0,0.1,0.0,8.4,10.15
2026-08-23 11:00:00,23,8,2026,11,6.4,5.2,127.0,1.0,1.4,65.0,0.11,0.0,9.9,12.3
2026-08-23 12:00:00,23,8,2026,12,6.0,4.9,120.0,0.9,1.3,66.0,0.11,0.0,9.8,12.6
2026-08-23 13:00:00,23,8,2026,13,6.1,5.0,115.0,0.9,1.2,65.0,0.11,0.0,9.0,10.85
2026-08-23 14:00:00,23,8,2026,14,6.3,5.2,114.0,1.0,1.2,65.0,0.12,0.0,6.55,7.75
2026-08-23 15:00:00,23,8,2026,15,6.4,5.3,114.0,1.2,1.2,63.0,0.12,1.0,3.8,4.3
2026-08-23 16:00:00,23,8,2026,16,6.7,5.5,116.0,1.4,1.2,61.0,0.13,1.0,1.5,1.65
2026-08-23 17:00:00,23,8,2026,17,6.5,5.4,121.0,1.6,1.2,56.0,0.13,1.0,0.3,0.3
2026-08-23 18:00:00,23,8,2026,18,6.2,5.1,127.0,1.8,1.3,50.0,0.13,1.0,0.0,0.0
2026-08-23 19:00:00,23,8,2026,19,14.5,11.0,130.0,2.1,1.3,46.0,0.22,2.0,0.0,0.0
2026-08-23 20:00:00,23,8,2026,20,13.7,10.3,126.0,2.1,1.3,44.0,0.21,2.0,0.0,0.0
2026-08-23 21:00:00,23,8,2026,21,13.2,10.0,119.0,2.1,1.4,42.0,0.2,2.0,0.0,0.0
2026-08-23 22:00:00,23,8,2026,22,12.3,9.2,113.0,2.0,1.4,41.0,0.18,2.0,0.0,0.0
2026-08-23 23:00:00,23,8,2026,23,10.5,7.9,110.0,1.8,1.3,43.0,0.16,2.0,0.0,0.0
2026-08-24 00:00:00,24,8,2026,0,8.2,6.3,109.0,1.6,1.1,46.0,0.14,1.0,0.0,0.0
2026-08-24 01:00:00,24,8,2026,1,6.0,4.7,108.0,1.5,1.0,48.0,0.12,1.0,0.0,0.0
2026-08-24 02:00:00,24,8,2026,2,4.5,3.7,107.0,1.5,1.0,50.0,0.11,1.0,0.0,0.0
2026-08-24 03:00:00,24,8,2026,3,4.0,3.4,107.0,1.5,1.0,51.0,0.11,0.0,0.0,0.0
2026-08-24 04:00:00,24,8,2026,4,3.8,3.3,109.0,1.6,1.1,51.0,0.11,0.0,0.0,0.0
2026-08-24 05:00:00,24,8,2026,5,3.4,2.9,114.0,1.7,1.2,49.0,0.1,0.0,0.0,0.0
2026-08-24 06:00:00,24,8,2026,6,3.0,2.6,121.0,1.7,1.3,47.0,0.1,0.0,0.1,0.15
2026-08-24 07:00:00,24,8,2026,7,2.3,2.1,125.0,1.9,1.5,45.0,0.07,0.0,0.8,1.2
2026-08-24 08:00:00,24,8,2026,8,3.1,2.7,125.0,1.7,1.5,51.0,0.07,0.0,2.5,3.55
2026-08-24 09:00:00,24,8,2026,9,3.9,3.3,124.0,1.5,1.6,58.0,0.08,1.0,4.9,6.9
2026-08-24 10:00:00,24,8,2026,10,4.5,3.6,122.0,1.3,1.6,64.0,0.09,1.0,8.2,10.2
2026-08-24 11:00:00,24,8,2026,11,5.3,3.8,120.0,1.2,1.5,66.0,0.09,1.0,11.05,12.4
2026-08-24 12:00:00,24,8,2026,12,6.0,4.1,119.0,1.1,1.4,66.0,0.1,2.0,11.25,12.75
2026-08-24 13:00:00,24,8,2026,13,6.2,4.4,118.0,1.1,1.3,65.0,0.1,2.0,9.45,11.0
2026-08-24 14:00:00,24,8,2026,14,5.4,4.1,118.0,1.2,1.2,63.0,0.1,2.0,6.3,7.85
2026-08-24 15:00:00,24,8,2026,15,4.5,3.6,119.0,1.4,1.2,60.0,0.09,1.0,2.6,4.4
2026-08-24 16:00:00,24,8,2026,16,4.1,3.3,122.0,1.7,1.2,56.0,0.09,1.0,1.3,1.7
2026-08-24 17:00:00,24,8,2026,17,5.2,3.6,128.0,2.1,1.3,52.0,0.1,2.0,0.3,0.3
2026-08-24 18:00:00,24,8,2026,18,6.7,4.5,136.0,2.5,1.5,48.0,0.11,2.0,0.0,0.0
2026-08-24 19:00:00,24,8,2026,19,20.0,12.3,140.0,2.6,1.5,46.0,0.26,11.0,0.0,0.0
2026-08-24 20:00:00,24,8,2026,20,19.4,12.4,138.0,2.5,1.5,45.0,0.25,9.0,0.0,0.0
2026-08-24 21:00:00,24,8,2026,21,18.0,11.7,132.0,2.4,1.4,44.0,0.22,7.0,0.0,0.0
2026-08-24 22:00:00,24,8,2026,22,13.7,9.3,127.0,2.3,1.4,44.0,0.19,5.0,0.0,0.0
2026-08-24 23:00:00,24,8,2026,23,10.2,7.3,123.0,2.1,1.4,45.0,0.16,4.0,0.0,0.0
